customer_message,intent,label_source,confidence
"@AmazonHelp いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 

詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp AMZL US,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp My Halloween costume is a day late. Can you help?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!!
Should I pledge that I won't ever order from u?!",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I already emailed y’all.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Is that a 24 hr line,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Nah. Just answer my question please.,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,PRODUCT_TECHNICAL,rule_assisted,medium
"@AmazonHelp Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp 24 hrs tat was given on written mail on 29th Oct to receive a call but no response since last 60 hrs.Hence we say quality of Amazon has gone,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Nobody has called till now, why are you sending fake replies",PRODUCT_QUALITY,rule_assisted,high
@AmazonHelp Please reply with necessary resolution...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Please reply with necessary resolution...,GENERAL_SUPPORT,rule_assisted,low
@118506 @AmazonHelp Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap,ORDER_ISSUE,rule_assisted,medium
@118506 @AmazonHelp Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp I have replied dozen of times first check then reply. So silly,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team.",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Can you please update over this quickly,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp 6 different emails about the same order and none actually resolve the issue. You should be quite ashamed.,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp the last email i got was the transcript of the last chat that i requested.. you want me to reply to that??,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp For the third time. I HAVE NO RECENT E-MAIL FROM YOUR SOCIAL MEDIA TEAM.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Submitted, for the third time for the same issue.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Can someone please call me. I have responded to multiple emails and surveys now without my question being addressed. This is very annoying.,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp asm mentioned before. You all are just idiots.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have. And I have spoken to customer care again on chat.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Thanks. I wish the same degree of concern were shown about my complaint though.,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! https://t.co/bHOHPNnZFA,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! https://t.co/bHOHPNnZFA,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp This has been the most frustrating and useless customer service ever.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp É o livro Os arquivos secretos do homem morcego. Simplesmente magnífico,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls",GENERAL_SUPPORT,rule_assisted,low
"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?",PRODUCT_QUALITY,rule_assisted,medium
@AmazonHelp Schnippig ist sie auch noch? Wird ja immer interessanter 😅,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,PAYMENT_BILLING,rule_assisted,medium
@AmazonHelp https://t.co/saX0kAZVCW!,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp you have wasted one month by bullsh****g me. now i am being told itvis out of warranty. issue is reported yo @79087 under warranty.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp i have already done it. your reps dont even check any back data they just rape the customers.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp same reply again and again. if the complaint is raised under warranty period and if @2005 wont solve it, how is it out of warranty?",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp same reply again and again. if the complaint is raised under warranty period and if @2005 wont solve it, how is it out of warranty?",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp done.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp all emails already shared with earlier tweet. https://t.co/2sVFZ4iG9Q,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp yeah and i will get it after i murder service center owner. I would rather throw this product in dumpster and let wll india know abt u cheat,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp so basically you are stealing money from small customers. @115851 count your money, its growing. THIEVES.",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp why are you removimg @79087 from your tweets? I have official email from @79087 they dont care , they did not sell this product.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have visited multiple times. why would a sc change uts policy to meet ur unreasonable demands? this issue is ongoing since 1.5 months.,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @115851 @115821 If iball declines my request, I cannot threaten @79087 into providing one.",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp @115851 @115821 If iball declines my request, I cannot threaten @79087 into providing one.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp is there a way to know if the Amazon gift cards I send are being used?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Update ??? What your internal investigation repors tell you ??,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp So what have you decided my dear @115850 @115821 ?? By this time you should've known the entire issue.I'm expecting a response from you,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Worse part, customer support thought it was coming today too, which I reached out at 4:30 pm",GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp I talked on the phone to someone who offered 10 percent off but that isn't on the account yet.  Still don't know delivery date.,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp It doesn't say.  It shows it hasn't shipped yet.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Nothing on my order on your web site.,ORDER_ISSUE,rule_assisted,medium
"@AmazonHelp Please simply answer my question.  I am not an AmazonFresh customer, just a condominium unit owner inconvenienced by UR customers  &amp;trying 2 figure out how we can all accommodate one another.  Y R U making this so complicated? Direct message me with UR contact info.",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Who's security?  UR asking 4 MY personal details.  Surely U have company phone #s that aren't ""personal.""  This is absurd. I'm TRYING 2 work w/U people. Y do U make it so hard?  May I be referred to a mgr who isn't afraid 2 speak w/an intelligent, reasonable woman 2 work out sols",GENERAL_SUPPORT,rule_assisted,medium
"@AmazonHelp Don't be silly.  Read the Tweet!  I NEED 2 KNOW HOW U INSTRUCT CUSTOMERS.

What is the plan?  We've tenants who think they've the rite 2 store empty AF totes in the common area presumably awaiting PickUp 10+ days is 10 days longer that the small front hall common area can handle.",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp We have 2 work 2gether to accommodate UR new service.  I simply need 2 know how exactly U instruct AF customers re disposition of the large green insulated carriers.  Not a difficult question--need the written instrux.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Today; 1st November. Or I wouldn't have ordered. I needed them to arrive at mums today so she can bring to me urgently in hospital tonight.,ORDER_ISSUE,rule_assisted,medium
"Placed order today, said delivery would be Wed but just received email saying it'll be Thurs now? I'm a prime customer @AmazonHelp. Unhappy!",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Yes. You definitely missed my delivery date. Twice. Also your call center staff seems to have no understanding of how mail delivery works.,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp @115821 consider leaving the delivery of packages to the experts at @115817 or @81. Obvious decline in service when it’s @115821 logistics.,DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp ordered what was on the box for my sister’s wedding gift, that’s what came out of the box. What gives?! https://t.co/8jX9A0Ipcu",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp ありがとうございました,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,RETURN_REFUND,rule_assisted,medium
.@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015,GENERAL_SUPPORT,rule_assisted,medium
.@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Seriously!!! Ur customer service already told me cancel d order .. Amazon can't do anything to it..n till now it's showing expected on 25th👏,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazon,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazon,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazon,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Order details!!! https://t.co/Rapb0ePnLK,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Order details!!! https://t.co/Rapb0ePnLK,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp I did...which said WE CANNOT DO ANYTHING...same as customer service...which triggered My reply...I am just asking basic question here,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp I have replied to the email... lets see if I can get positive and useful response atleast once after so much escalation @115851,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @115851 @115850 @115821 so the social media escalation team is equally useless as the customer service team...hats off to incompetence,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I have inked in detail at the given URL...hope to see some useful action,GENERAL_SUPPORT,rule_assisted,low
"@115850 @115821 @AmazonHelp I waited 15 days,sent 10 email,was assured tht case escalted,todays response WE CANNOT HELP,customer service?",GENERAL_SUPPORT,rule_assisted,medium
"Hi @AmazonHelp, when I placed my order I requested a VAT receipt either via email or post but I still haven’t had one?",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please,DELIVERY_ISSUE,rule_assisted,high
@AmazonHelp You have and it’s been pushed (again) to Friday or possibly Saturday or god forbid Monday. Was told it would be diverted by 8pm tonight.,GENERAL_SUPPORT,rule_assisted,low
"#SuperValueDayQuiz

Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp ""Refused shipment - on the way back.""",DELIVERY_ISSUE,rule_assisted,medium
"@AmazonHelp It was Amazon Logistics.  But the device never made it to them and ""guaranteed Oct 31"" slipped to ""expected Nov 1-2"".",PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp Yes i have received reference number,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Details sent, haven't received any communication from your side",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Order no - 403-7559101-5645129 
Return reference - 710398288491
Article name - puma shoes",RETURN_REFUND,rule_assisted,medium
"@AmazonHelp Order no - 403-7559101-5645129 
Return reference - 710398288491
Article name - puma shoes",RETURN_REFUND,rule_assisted,medium
@AmazonHelp How many times will the pick-up be rescheduled? https://t.co/oQuGBF84QS,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp How many times will the pick-up be rescheduled? https://t.co/oQuGBF84QS,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp How many times will the pick-up be rescheduled? https://t.co/oQuGBF84QS,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k,GENERAL_SUPPORT,rule_assisted,medium
Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,RETURN_REFUND,rule_assisted,medium
@AmazonHelp You have all my details. Please expedite the process,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp have a query regarding cash back during 14-17 October sale. Email/DM ?,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Where do I send it to?,GENERAL_SUPPORT,rule_assisted,low
Thanks @AmazonHelp for solving my issue . But after 8 day it's really long time you took to solve . But #thanks,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp My order is due to arrive on Friday,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Ahhh okay makes sense :) thank you! I hope my package comes Friday 🙌,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Ur customer care didnt provide me a correct answer,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp And there was no indication that they had re-attempted delivery,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp Intelcom Express. I couldn't contact them last night since I got home after their operating hours. Sent them an email this morning,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp somehow Siri can turn off my lights but Alexa is incapable. #pleasefixit #buggedupdate https://t.co/wLNncaWcX1,PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp Not impressed with Amazon Logistics. Computer parts delayed a week and a refund is the only option? Really disappointed.,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Pls call me on 9820255387,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Pls call me on 9820255387,GENERAL_SUPPORT,rule_assisted,low
"@119356 @AmazonHelp     horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!",ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp What’s the point in me paying for prime shipping when things are just going to show up days after their estimates? No confidence.,ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp お返事ありがとうございます。
確認してみたところ、金額が不足していたみたいでした。無事に注文ができました！
丁寧な説明ありがとうございます。助かりました。",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @AmazonHelp The link you sent me this page opens and in its settings I can't find where to change country to India. https://t.co/IXCPlZlzHs,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",PRODUCT_TECHNICAL,rule_assisted,medium
"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",PRODUCT_TECHNICAL,rule_assisted,medium
@AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q71Ycboikm,RETURN_REFUND,rule_assisted,medium
@AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again.,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Did I get a call? No. Being a Prime member means paying someone to treat you like shit. Twice!,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I think this is pretty crappy!,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Would like to thankyou for ur efforts..amount credited back to my account today.!!,ACCOUNT_MEMBERSHIP,rule_assisted,medium
"@AmazonHelp Response in mail is just asking to wait n m doing that since last 1 month..it's more than 15 days on Twitter n u doing the same
No solution",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp No..!!,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp How much more time is needed?
I think everything is online..
Is ur seller not responding? Or approval is needed from any ministry?",PRODUCT_TECHNICAL,rule_assisted,medium
"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw",RETURN_REFUND,rule_assisted,medium
"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw",RETURN_REFUND,rule_assisted,medium
@AmazonHelp Did the same..but din't get any response..n ur chat executive says we don't have any record of u..,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017
Bt same not rec'd.",GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp All m getting is apologies but no refund.. everything is online, unable to understand the delay!!",RETURN_REFUND,rule_assisted,medium
"@AmazonHelp form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent.",RETURN_REFUND,rule_assisted,medium
@AmazonHelp Now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud https://t.co/JDr9VTOeGa,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,RETURN_REFUND,rule_assisted,medium
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp This says will be reaching please can some one really #help me I promise wont make any further purchase with #Amazon #help #shameful https://t.co/yuU8kSbKOs,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Guyzzz i have not received any mail have some common sense if i would i have received it why the f*** i would hav not replied #CommonSense,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP,RETURN_REFUND,rule_assisted,medium
@AmazonHelp How shameful u guyzz are when product is replaced it come on friday and if i purchase a new it comes tom #complain #amazoneisfraud https://t.co/smxpZ6oidm,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain,GENERAL_SUPPORT,rule_assisted,low
@115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp Ordered last Friday, still not here.",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp My guaranteed delivery date was Monday.,DELIVERY_ISSUE,rule_assisted,medium
@AmazonHelp USPS still doesn't have it. Said it departed your facility Sunday. Then said it again yesterday.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Hi ...enough mails done but response is very discouraging... contact me on call,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp Hi ...enough mails done but response is very discouraging... contact me on call,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp No updates even after 2 weeks....poor n shame on Amazon...#JeffBezos https://t.co/L7ZGVDnJA9,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I already replied on mails..no more mails...I have seen the way Amazon handled the situation...call me &amp; clear can it done or not,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp I already replied on mails..no more mails...I have seen the way Amazon handled the situation...call me &amp; clear can it done or not,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Many mails done...need clarification on what I asked...why 500 deposited as compensation..why no action against seller &amp; brand,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Many mails done...need clarification on what I asked...why 500 deposited as compensation..why no action against seller &amp; brand,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp No updates no mailed issue...pure ignorance....,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Not satisfied,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos https://t.co/JmwhiGX814,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Already shared...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp One word for Amazon... Pathetic...,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Stop asking non sense. it's been mid of the day providing hell of details but no response yet. Not even Surya Flames responded #JeffBezos,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Stop asking non sense. it's been mid of the day providing hell of details but no response yet. Not even Surya Flames responded #JeffBezos,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp U people not even understanding the situation...there was fire on stove n if cylinder got fired what worst could happened...,SAFETY_ISSUE,rule_assisted,high
@AmazonHelp U people not even understanding the situation...there was fire on stove n if cylinder got fired what worst could happened...,SAFETY_ISSUE,rule_assisted,high
"@AmazonHelp Order id-407-2808023-6902735
Mails already done",ORDER_ISSUE,rule_assisted,medium
"@AmazonHelp Order id-407-2808023-6902735
Mails already done",ORDER_ISSUE,rule_assisted,medium
"@AmazonHelp Order id-407-2808023-6902735
Mails already done",ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Because of Amazon I purchased a product which blasted on day one...n u people asking me to keep cool...where is Surya flames #suryaflam1,ORDER_ISSUE,rule_assisted,medium
@AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @119704  https://t.co/rUjHdeMm9G,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp @119704  https://t.co/rUjHdeMm9G,GENERAL_SUPPORT,rule_assisted,low
"@AmazonHelp I am getting any mails nor any calls from u.
If not able to solve let me know...I ll uninstall Amazon n share my feedback with others too",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp As compensation you are giving me 500 InR in account.. shame &amp; unethical...,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp I already replied on mails...u people just wasting time nothing else.. no action has been taken against seller n brand...as a compensation,GENERAL_SUPPORT,rule_assisted,low
"'Hey @AmazonHelp i haven't received my ""delivered"" order.' 
'Did you check around your house' lmao https://t.co/w6FRcwmoFX",GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me,GENERAL_SUPPORT,rule_assisted,medium
@AmazonHelp See after getting amount it happens that eveyone become unable in assisting.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp See after getting amount it happens that eveyone become unable in assisting.,GENERAL_SUPPORT,rule_assisted,low
@AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime,ACCOUNT_MEMBERSHIP,rule_assisted,medium
@AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime,ACCOUNT_MEMBERSHIP,rule_assisted,medium
